dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,cross_street,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3
100108219,2010-03-23T00:00:00.000,2010-03-23T00:00:00.000,1945,01,Central,0159,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,28,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,500 S  HEWITT                       ST,34.0418,-118.2351,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108233,2010-03-24T00:00:00.000,2010-03-03T00:00:00.000,0857,01,Central,0121,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,42,F,B,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,341,300 N  FIGUEROA                     ST,34.0591,-118.2500,,,,,
100108236,2010-03-24T00:00:00.000,2010-03-22T00:00:00.000,1900,01,Central,0163,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0416 0432,31,F,H,101,STREET,IC,Invest Cont,930,HILL                         ST,34.0416,-118.2584,OLYMPIC                      BL,102,HAND GUN,,
100108238,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,0705,01,Central,0165,2,624,BATTERY - SIMPLE ASSAULT,0400,57,F,O,102,SIDEWALK,IC,Invest Cont,624,200 E  6TH                          ST,34.0446,-118.2490,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108239,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1145,01,Central,0123,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,22,M,B,108,PARKING LOT,IC,Invest Cont,420,1ST                          ST,34.0544,-118.2466,HILL                         ST,,,,
100108242,2010-03-24T00:00:00.000,2010-03-21T00:00:00.000,1552,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0433,0,M,W,103,ALLEY,IC,Invest Cont,440,500 S  FLOWER                       ST,34.0516,-118.2561,,,,,
100108251,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1340,01,Central,0154,1,761,BRANDISH WEAPON,0319 0334,36,M,H,102,SIDEWALK,IC,Invest Cont,761,100 W  5TH                          ST,34.0467,-118.2485,,218,OTHER CUTTING INSTRUMENT,,
100108254,2010-03-24T00:00:00.000,2010-01-20T00:00:00.000,0900,01,Central,0185,2,649,DOCUMENT FORGERY / STOLEN FELONY,0800,36,M,O,213,WAREHOUSE,IC,Invest Cont,649,1000 S  LOS ANGELES                  ST,34.0396,-118.2558,,,,,
100108255,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1040,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400,59,M,B,210,RESTAURANT/FAST FOOD,IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108257,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1530,01,Central,0156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,500    WALL                         ST,34.0449,-118.2458,,,,,
100108258,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,0745,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400,60,M,B,102,SIDEWALK,AO,Adult Other,624,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108263,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1530,01,Central,0142,2,756,WEAPONS POSSESSION/BOMBING,0404,37,F,W,503,HOTEL,IC,Invest Cont,756,400 S  FIGUEROA                     ST,34.0535,-118.2560,,511,VERBAL THREAT,,
100108275,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1930,01,Central,0161,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,GEORGIA,34.0459,-118.2668,JAMES M WOOD,,,,
100108277,2010-03-25T00:00:00.000,2010-02-16T00:00:00.000,2300,01,Central,0155,1,210,ROBBERY,0337 0400 0416 0429 0906,49,M,B,101,STREET,IC,Invest Cont,210,STANFORD,34.0390,-118.2444,7TH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108278,2010-03-25T00:00:00.000,2010-03-24T00:00:00.000,1400,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,,30,F,H,203,OTHER BUSINESS,AO,Adult Other,946,1000    MAPLE                        AV,34.0383,-118.2540,,,,,
100108282,2010-03-25T00:00:00.000,2010-03-24T00:00:00.000,1640,01,Central,0119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,ALAMEDA,34.0617,-118.2363,ALPINE,,,,
100108283,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0040,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,1212,0,M,W,101,STREET,IC,Invest Cont,624,FIGUEROA                     ST,34.0423,-118.2666,11TH                         ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108284,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0040,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,1212,0,M,W,101,STREET,IC,Invest Cont,624,FIGUEROA                     ST,34.0423,-118.2666,11TH                         ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108286,2010-03-25T00:00:00.000,2010-02-01T00:00:00.000,1200,01,Central,0131,2,649,DOCUMENT FORGERY / STOLEN FELONY,,38,F,H,203,OTHER BUSINESS,IC,Invest Cont,649,200 S  FIGUEROA                     ST,34.0566,-118.2531,,,,,
100108287,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0935,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0416,39,M,H,503,HOTEL,AO,Adult Other,624,600    CROCKER                      ST,34.0417,-118.2443,,308,STICK,,
100108290,2010-03-24T00:00:00.000,2010-03-17T00:00:00.000,2100,01,Central,0166,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,60,M,B,710,OTHER PREMISE,IC,Invest Cont,341,600    SAN JULIAN                   ST,34.0428,-118.2461,,,,,
100108291,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,1600,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0417,18,M,H,124,BUS STOP,IC,Invest Cont,624,6TH,34.0488,-118.2553,GRAND                        AV,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108292,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0430,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0400,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,600    CROCKER                      ST,34.0417,-118.2443,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108293,2010-03-24T00:00:00.000,2010-03-24T00:00:00.000,2050,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,0416 1019,27,F,H,102,SIDEWALK,IC,Invest Cont,624,700 S  HILL                         ST,34.0459,-118.2545,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108299,2010-03-25T00:00:00.000,2010-03-22T00:00:00.000,1000,01,Central,0124,2,354,THEFT OF IDENTITY,0377 1822,40,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,100 W  FIRST                        ST,33.9430,-118.0630,,,,,
100108302,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0830,01,Central,0171,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329 1402,51,F,W,203,OTHER BUSINESS,AA,Adult Arrest,740,1000 W  OLYMPIC                      BL,34.0459,-118.2669,,,,998,
100108306,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0950,01,Central,0132,2,901,VIOLATION OF RESTRAINING ORDER,1501,40,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,901,200 S  OLIVE                        ST,34.0538,-118.2488,,,,,
100108310,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,1300,01,Central,0192,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,1300 S  FLOWER                       ST,34.0401,-118.2668,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108312,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0735,01,Central,0134,1,220,ATTEMPTED ROBBERY,,31,F,A,102,SIDEWALK,IC,Invest Cont,220,4TH                          ST,34.0495,-118.2494,BROADWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108317,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,1125,01,Central,0162,1,440,THEFT PLAIN - PETTY ($950 & UNDER),,23,F,O,406,OTHER STORE,AA,Adult Arrest,440,600 W  7TH                          ST,34.0473,-118.2566,,,,,
100108321,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,1630,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0601 2004,23,M,B,404,DEPARTMENT STORE,IC,Invest Cont,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108325,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,0001,01,Central,0174,2,946,OTHER MISCELLANEOUS CRIME,,32,M,B,101,STREET,IC,Invest Cont,946,800 S  SPRING                       ST,34.0431,-118.2536,,,,,
100108337,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,1615,01,Central,0152,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421,40,M,H,738,LIBRARY,IC,Invest Cont,930,600 W  5TH                          ST,34.0502,-118.2540,,511,VERBAL THREAT,,
100108341,2010-03-25T00:00:00.000,2010-03-19T00:00:00.000,1800,01,Central,0111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,33,F,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,500 N  FIGUEROA                     ST,34.0617,-118.2469,,,,,
100108342,2010-03-25T00:00:00.000,2010-03-25T00:00:00.000,1000,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0400 2000,30,M,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,400 E  7TH                          ST,34.0419,-118.2485,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108343,2010-03-25T00:00:00.000,2010-03-16T00:00:00.000,0530,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2000,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,500 N  FIGUEROA                     ST,34.0617,-118.2469,,511,VERBAL THREAT,,
100108345,2010-03-26T00:00:00.000,2010-03-25T00:00:00.000,2330,01,Central,0176,1,310,BURGLARY,0344,36,F,H,203,OTHER BUSINESS,IC,Invest Cont,310,800 S  LOS ANGELES                  ST,34.0419,-118.2523,,,,,
100108346,2010-03-26T00:00:00.000,2010-03-25T00:00:00.000,1930,01,Central,0111,2,860,BATTERY WITH SEXUAL CONTACT,0522,48,F,B,102,SIDEWALK,IC,Invest Cont,860,600 N  MAIN                         ST,34.0565,-118.2395,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108347,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,0030,01,Central,0164,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,M,H,203,OTHER BUSINESS,AA,Adult Arrest,745,100 E  6TH                          ST,34.0453,-118.2499,,,,,
100108351,2010-03-26T00:00:00.000,2010-03-25T00:00:00.000,1430,01,Central,0153,1,310,BURGLARY,0344,55,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,600 S  SPRING                       ST,34.0460,-118.2509,,,,,
100108352,2010-03-26T00:00:00.000,2010-03-25T00:00:00.000,2245,01,Central,0122,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,49,F,O,707,GARAGE/CARPORT,IC,Invest Cont,230,100 N  GRAND                        AV,34.0557,-118.2488,,307,VEHICLE,,
100108364,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,1215,01,Central,0153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0601,27,F,A,203,OTHER BUSINESS,IC,Invest Cont,440,200 W  6TH                          ST,34.0460,-118.2509,,,,,
100108367,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,1430,01,Central,0192,2,886,DISTURBING THE PEACE,0432,36,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,886,1600 S  GRAND                        AV,34.0357,-118.2663,,,,,
100108369,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,1520,01,Central,0111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0601 1300,32,M,W,406,OTHER STORE,IC,Invest Cont,341,200    ALPINE                       ST,34.0619,-118.2369,,,,,
100108370,2010-03-26T00:00:00.000,2010-03-01T00:00:00.000,1200,01,Central,0162,2,354,THEFT OF IDENTITY,0377 0601 0914,24,F,H,203,OTHER BUSINESS,IC,Invest Cont,354,800 S  FIGUEROA                     ST,34.0479,-118.2612,,,,,
100108371,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,1330,01,Central,0124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,19,M,W,108,PARKING LOT,IC,Invest Cont,420,MAIN,34.0541,-118.2417,TEMPLE,,,,
100108372,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,1200,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 2000,24,F,B,102,SIDEWALK,IC,Invest Cont,626,12TH,34.0415,-118.2654,FLOWER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108373,2010-03-26T00:00:00.000,2010-03-16T00:00:00.000,1000,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344 1302,23,M,O,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,400 S  FLOWER                       ST,34.0529,-118.2549,,,,,
100108380,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,1900,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,800 S  GRAND                        AV,34.0459,-118.2579,,,,,
100108383,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,1810,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,53,M,B,101,STREET,IC,Invest Cont,624,6TH,34.0423,-118.2452,SAN PEDRO,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108398,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,2350,01,Central,0154,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906,26,M,H,102,SIDEWALK,AA,Adult Arrest,930,5TH,34.0464,-118.2480,MAIN,511,VERBAL THREAT,,
100108404,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0100,01,Central,0162,2,940,EXTORTION,0906,0,F,H,102,SIDEWALK,IC,Invest Cont,940,9TH,34.0437,-118.2582,OLIVE,,,,
100108405,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0215,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416,27,F,H,203,OTHER BUSINESS,IC,Invest Cont,624,800 W  OLYMPIC                      BL,34.0450,-118.2640,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108409,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0500,01,Central,0171,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,F,W,108,PARKING LOT,IC,Invest Cont,341,800 W  OLYMPIC                      BL,34.0450,-118.2640,,,,,
100108410,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0110,01,Central,0192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100,16,M,B,213,WAREHOUSE,IC,Invest Cont,230,1400    MARGO                        ST,34.0378,-118.2645,,102,HAND GUN,999,
100108411,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0110,01,Central,0192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100,19,M,B,213,WAREHOUSE,IC,Invest Cont,230,1400    MARGO                        ST,34.0378,-118.2645,,102,HAND GUN,999,
100108413,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,1030,01,Central,0155,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,,,,
100108414,2010-03-26T00:00:00.000,2010-03-23T00:00:00.000,1500,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,81,M,W,405,CLOTHING STORE,IC,Invest Cont,440,500 W  7TH                          ST,34.0467,-118.2556,,,,,
100108415,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,0530,01,Central,0101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,900    CONTENNIAL                   ST,34.0685,-118.2460,,,,,
100108416,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0140,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,8TH                          ST,34.0431,-118.2536,SPRING                       ST,,,,
100108417,2010-03-26T00:00:00.000,2010-03-22T00:00:00.000,1745,01,Central,0182,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,44,M,H,108,PARKING LOT,IC,Invest Cont,420,OLYMPIC,34.0420,-118.2590,HILL                         ST,,,,
100108418,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,1500,01,Central,0153,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,200 W  6TH                          ST,34.0460,-118.2509,,,,,
100108419,2010-03-26T00:00:00.000,2010-03-26T00:00:00.000,2000,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416,64,M,B,710,OTHER PREMISE,AO,Adult Other,624,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108422,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1030,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,HILL                         ST,34.0387,-118.2611,S  12TH                         ST,,,,
100108425,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0600,01,Central,0164,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,22,M,W,108,PARKING LOT,IC,Invest Cont,330,600 S  MAIN                         ST,34.0453,-118.2499,,,,,
100108439,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,2300,01,Central,0171,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,23,F,W,203,OTHER BUSINESS,IC,Invest Cont,440,800 W  OLYMPIC                      BL,34.0450,-118.2640,,,,,
100108458,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1415,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,32,M,B,101,STREET,IC,Invest Cont,440,MAPLE                        ST,34.0100,-118.1166,LOS ANGELES,,,,
100108483,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1400,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,36,M,H,404,DEPARTMENT STORE,IC,Invest Cont,442,700 W  7TH                          ST,34.0480,-118.2577,,,,,
100108484,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1400,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,35,M,W,102,SIDEWALK,IC,Invest Cont,624,MAPLE,34.0439,-118.2479,6TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108485,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1400,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0416 0417,29,M,W,102,SIDEWALK,IC,Invest Cont,624,MAPLE,34.0439,-118.2479,6TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108491,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0900,01,Central,0192,2,901,VIOLATION OF RESTRAINING ORDER,1501,35,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,901,HILL,34.0320,-118.2657,WASHINGTON,,,,
100108492,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,1725,01,Central,0155,2,660,COUNTERFEIT,1501,9,M,W,101,STREET,IC,Invest Cont,660,SAN JULIAN,34.0446,-118.2450,5TH                          ST,,,,
100108495,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,1500,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30,M,W,102,SIDEWALK,IC,Invest Cont,440,600 W  5TH                          ST,34.0502,-118.2540,,,,,
100108496,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,2130,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,35,F,O,102,SIDEWALK,IC,Invest Cont,624,300 E  5TH                          ST,34.0449,-118.2458,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108497,2010-03-27T00:00:00.000,2010-03-26T00:00:00.000,2200,01,Central,0129,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,F,H,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,440,900 E  1ST                          ST,34.0484,-118.2338,,,,,
100108498,2010-03-27T00:00:00.000,2010-03-27T00:00:00.000,0430,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344,23,F,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,500 N  FIGUEROA                     ST,34.0617,-118.2469,,,,,
100108499,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,2345,01,Central,0129,1,330,BURGLARY FROM VEHICLE,0344 1609,28,F,H,101,STREET,IC,Invest Cont,330,900 E  1ST                          ST,34.0484,-118.2338,,,,,
100108500,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,2300,01,Central,0129,1,330,BURGLARY FROM VEHICLE,0344,27,F,H,101,STREET,IC,Invest Cont,330,1ST,34.0486,-118.2339,VIGNES,,,,
100108503,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,2200,01,Central,0159,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,600    IMPERIAL                     ST,34.0382,-118.2316,,,,,
100108504,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,2100,01,Central,0174,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0906,45,M,B,504,OTHER RESIDENCE,IC,Invest Cont,341,700 S  MAIN                         ST,34.0439,-118.2514,,,,,
100108505,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,0815,01,Central,0128,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1402,51,M,H,101,STREET,AO,Adult Other,442,6TH,34.0423,-118.2452,SAN JULIAN,,,998,
100108508,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,2300,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344 1302,42,F,W,101,STREET,IC,Invest Cont,330,4TH,34.0509,-118.2515,OLIVE,,,,
100108512,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1530,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,B,738,LIBRARY,IC,Invest Cont,440,600 W  5TH                          ST,34.0502,-118.2540,,,,,
100108513,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1235,01,Central,0101,1,210,ROBBERY,0344 0400 0601 0906 1300,22,M,H,203,OTHER BUSINESS,IC,Invest Cont,210,1300 W  SUNSET                       BL,34.0720,-118.2508,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108514,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1525,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004,20,F,W,102,SIDEWALK,AO,Adult Other,230,3RD,34.0480,-118.2438,WALL,500,UNKNOWN WEAPON/OTHER WEAPON,,
100108515,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1000,01,Central,0182,2,900,VIOLATION OF COURT ORDER,0602,45,F,H,503,HOTEL,AO,Adult Other,900,FIGUEROA,34.0450,-118.2628,OLYMPIC,,,,
100108518,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1530,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,31,M,B,102,SIDEWALK,IC,Invest Cont,440,500 S  FLOWER                       ST,34.0516,-118.2561,,,,,
100108519,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1530,01,Central,0135,2,888,TRESPASSING,0601,24,F,H,203,OTHER BUSINESS,IC,Invest Cont,888,300 S  LOS ANGELES                  ST,34.0485,-118.2447,,,,,
100108520,2010-03-28T00:00:00.000,2010-03-27T00:00:00.000,1930,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,39,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,800 S  FLOWER                       ST,34.0473,-118.2601,,,,,
100108521,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1800,01,Central,0105,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1000 N  BROADWAY,34.0668,-118.2359,,,,,
100108525,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,1800,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0305 0416,37,F,X,101,STREET,IC,Invest Cont,624,600    SAN JULIAN                   ST,34.0428,-118.2461,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108526,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,2215,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0417,99,M,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,624,ALAMEDA,34.0595,-118.2368,ORD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100108527,2010-03-28T00:00:00.000,2010-03-28T00:00:00.000,2240,01,Central,0158,1,210,ROBBERY,0344 0419 0429 0906,45,F,W,101,STREET,AO,Adult Other,210,CENTRAL,34.0368,-118.2412,7TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
